Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,Time_index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Subperiods,Hours_per_period,Sub_Weights
,,,,42,1500.2993049171682,10841.510125999168,4203.393848177164,9743.05801988022,3976.7440727973853,7354.3542884427125,0.0,,,
,,,,43,1494.9316504126245,10851.251570716562,4219.97527152864,9650.999674837858,3939.169373226495,7284.865870815744,0.0,,,
,,,,44,1505.4215458627884,10783.971021703856,4187.839112650505,9383.412811344399,3829.950638083507,7082.883229118589,0.0,,,
,,,,45,1488.318608494158,10577.7415421326,4071.745065698773,9078.13016782632,3705.345925614253,6852.446674808518,0.0,,,
,,,,46,1472.6972029374126,10384.54175649136,3948.3931175614293,8974.647324893815,3663.108182451033,6774.334701324627,0.0,,,
,,,,47,1471.7217046259518,10452.073476887992,3945.2785212467898,8958.438811056982,3656.492486311487,6762.100025825209,0.0,,,
,,,,48,1423.7434460744541,10145.969640603018,3836.4330035194025,8391.953858285027,3425.2749698327693,6334.500084076335,0.0,,,
,,,,49,1266.846090980183,9137.40881352246,3440.452249165819,7649.023243673909,3122.0390748882755,5773.713630743911,0.0,,,
,,,,50,1144.0481619137392,8152.452312502093,3036.183629293997,7028.401804830276,2868.7251129538954,5305.249835193686,0.0,,,
,,,,51,1074.1514519347586,7492.6387099806,2760.4509976148274,6667.311368459727,2721.3417914494576,5032.6878742755825,0.0,,,
,,,,52,1030.6321365165822,7094.166897594399,2596.669576664873,6437.799437835058,2627.663789339071,4859.445341202883,0.0,,,
,,,,53,996.257587641282,6894.110280115899,2510.6324254056553,6335.88985182221,2586.068189547827,4782.520909530845,0.0,,,
,,,,54,988.8769479290556,6815.184483166286,2481.6071096231312,6387.990089744328,2607.3335162989715,4821.847741764583,0.0,,,
,,,,55,1030.8521997215153,6961.419596081015,2532.406222692182,6653.549185378449,2715.7245940679404,5022.2997630731625,0.0,,,
,,,,56,1106.7628979510887,7376.003995903647,2702.4003348065453,7342.117365437828,2996.771820019049,5542.051809871215,0.0,,,
,,,,57,1254.0614578629452,8431.295482907342,3128.437337815423,8206.437016369782,3349.55408220332,6194.466371957015,0.0,,,
,,,,58,1389.6193177377054,9513.828873727005,3546.192121260145,8817.817044959775,3599.0960535187937,6655.954472095039,0.0,,,
,,,,59,1469.782699356418,10150.019241986858,3769.0526978956395,9223.097514205972,3764.516058265432,6961.87240370759,0.0,,,
,,,,60,1511.2200928908524,10560.563020334765,3905.887303309161,9539.958572881817,3893.846637475609,7201.048695274192,0.0,,,
,,,,61,1544.3481527763968,10891.751496005832,4029.243700079373,9805.028024945314,4002.037861444747,7401.131118835734,0.0,,,
,,,,62,1554.8612417898084,11134.151175702484,4112.166733750867,9977.341558202756,4072.3696628818407,7531.198575037145,0.0,,,
,,,,63,1566.759239397702,11259.889014135451,4137.046684624909,10215.450588063302,4169.5566724680875,7710.930458117255,0.0,,,
,,,,64,1565.2771855215158,11410.188619360757,4199.247733431149,10390.810535118879,4241.131903636414,7843.297439409758,0.0,,,
,,,,65,1549.6104712336462,11432.761189137884,4223.081980439381,10576.539575329312,4316.9394025034135,7983.491325207508,0.0,,,
,,,,66,1544.205284538804,11384.48270027584,4201.321789075761,10713.863449747143,4372.989761900883,8087.147530750948,0.0,,,
,,,,67,1529.7560866876684,11387.098033800432,4214.792405614089,10718.943884453782,4375.0634012619175,8090.982396220874,0.0,,,
,,,,68,1539.2600687443485,11359.280576265071,4185.766793524796,10479.010767462856,4277.131868994065,7909.873637114529,0.0,,,
,,,,69,1520.8973841699747,11186.745701162105,4105.9468425336245,10164.722395866951,4148.851362366378,7672.639287412641,0.0,,,
,,,,70,1513.957160119457,11041.419287524443,4057.2276406952624,10044.15763909671,4099.641434549464,7581.633369744999,0.0,,,
,,,,71,1538.5897694249065,11200.297091529419,4103.877886590491,10022.777653239797,4090.9149410954087,7565.4951110635075,0.0,,,
,,,,72,1494.2828424042984,10960.551764120712,4044.789041472148,9429.919831911635,3848.933027186277,7117.988132061122,0.0,,,
,,,,73,1354.208836064933,9975.42451481495,3695.463226553269,8615.301386732015,3516.4368984709004,6503.089540312314,0.0,,,
,,,,74,1217.4458502138987,8948.648673784475,3295.335250838608,7923.57674946005,3234.1013272707373,5980.95490433227,0.0,,,
,,,,75,1137.6340738627778,8211.006640372374,2988.5048814508973,7475.318919521698,3051.139605739876,5642.596363593985,0.0,,,
,,,,76,1106.5604569359348,7763.896741636639,2797.763907804977,7189.937499603406,2934.6578124639977,5427.181853577164,0.0,,,
,,,,77,1082.5088265856614,7534.98873339205,2694.1128220344594,7059.9652866330725,2881.6081204162347,5329.074904004826,0.0,,,
,,,,78,1070.7766488955353,7437.5501523344055,2659.9004033522033,7095.740555831733,2896.210218592004,5356.079157075526,0.0,,,
,,,,79,1101.1874880586886,7584.550565153694,2720.0262576476957,7349.976246090424,2999.9795148711432,5547.983930208775,0.0,,,
,,,,80,1174.8257895466004,8065.672307079732,2900.392881372157,8059.608679618758,3289.624364377365,6083.635911351479,0.0,,,
,,,,81,1327.9587425502255,9289.73035967626,3361.6749482666496,9142.06180846548,3731.4403789632147,6900.704206944979,0.0,,,
,,,,82,1472.233753959993,10703.38463698122,3947.356360345814,10142.506942999653,4139.783863195761,7655.870393013064,0.0,,,
,,,,83,1580.9784679241827,11843.946806238051,4415.892664905195,11008.936569351641,4493.427336739778,8309.8776282357,0.0,,,
,,,,84,1676.2931331729199,12891.990812177393,4850.223838517766,11730.934920153844,4788.119481266024,8854.863777002987,0.0,,,
,,,,85,1766.0302135972836,13869.690360395363,5290.778542679997,12330.854698509243,5032.983816247996,9307.701334335306,0.0,,,
,,,,86,1806.497690272188,14664.093652529456,5655.661680266577,12820.96375319257,5233.027608890854,9677.650442793887,0.0,,,
,,,,87,1820.6685885448126,15243.220414272037,5955.238973028154,13231.419850732957,5400.560107384315,9987.475094869671,0.0,,,
,,,,88,1849.5217359867277,15759.283168020578,6218.529821698248,13431.920559386223,5482.396836992373,10138.819081892148,0.0,,,
,,,,89,1860.0273669386945,16104.935518806133,6417.556749986122,13725.709245845803,5602.310155290298,10360.579650468393,0.0,,,
,,,,90,1870.1143607762176,16378.671052964191,6549.206711644497,13868.589858392035,5660.628562909499,10468.430249681762,0.0,,,
,,,,91,1866.2923491922945,16602.23606164439,6647.686002690322,13834.058782895216,5646.53429707129,10442.365151573302,0.0,,,
,,,,92,1863.2206266525016,16623.34078414454,6647.677897591657,13641.49086388552,5567.935429141922,10297.009073625732,0.0,,,
,,,,93,1829.8574231602126,16420.922584611497,6537.806781521127,13305.845911101831,5430.937981951999,10043.65413179308,0.0,,,
,,,,94,1815.0095264148458,16085.434150512343,6361.5758907195805,12986.299540568527,5300.511361027716,9802.450885780103,0.0,,,
,,,,95,1811.1280549321289,15906.716041571985,6256.885610761475,12799.441349714336,5224.242986004511,9661.404682992934,0.0,,,
,,,,96,1770.2431102443065,15491.337629316082,6062.006717166518,11989.405042979004,4893.617111152129,9049.964827654114,0.0,,,
,,,,97,1603.4037692074626,14104.8910898429,5497.0611992372005,10952.11432876999,4470.234668896164,8266.98648586049,0.0,,,
,,,,98,1455.7434358682965,12693.008759246799,4904.130407311548,10066.936910117118,4108.939062750818,7598.827851105442,0.0,,,
,,,,99,1366.6586808352918,11631.331355507484,4416.925496560092,9473.911640332974,3866.8888027789317,7151.194476954034,0.0,,,
,,,,100,1312.5246361282084,10928.295938631,4109.0583004153805,9056.003506393396,3696.314667715077,6835.7448028637855,0.0,,,
,,,,101,1274.118785331455,10459.60121376022,3900.7083196179456,8790.736365718101,3588.042754806838,6635.51315797081,0.0,,,
,,,,102,1265.9766513416996,10151.883110310871,3754.544550115859,8710.649110547021,3555.3541967937026,6575.060880327053,0.0,,,
,,,,103,1284.1508203110525,10098.293344849582,3715.153264652537,8869.976789357986,3620.3856685401747,6695.326221613141,0.0,,,
,,,,104,1351.0462068110494,10398.380110890459,3814.668045043535,9490.337999779147,3873.593415173924,7163.5935888950635,0.0,,,
,,,,105,1510.691897861629,11592.956358912495,4258.3335207443015,10548.910789768948,4305.662387731299,7962.6362838893,0.0,,,
,,,,106,1658.3812047616634,13018.859166744642,4859.556265004289,11495.016162878992,4691.826457274977,8676.785177784122,0.0,,,
,,,,107,1782.6275699884077,14150.30734504837,5333.278036729113,12278.642222548118,5011.672678217125,9268.289781441808,0.0,,,
,,,,108,1839.883075450198,15130.333677417166,5744.805646260378,12898.635374394917,5264.730197401643,9736.279327001925,0.0,,,
,,,,109,1862.9168285666187,15941.142165965715,6121.093684667495,13393.071175661182,5466.540002706347,10109.494394384528,0.0,,,
,,,,110,1849.049396798496,16533.276770526118,6407.1863951667665,13619.860802656909,5559.106864474687,10280.682050505131,0.0,,,
,,,,111,1827.9316045495905,16893.653154774132,6598.958315795299,13558.913329553716,5534.230434310712,10234.67705810217,0.0,,,
,,,,112,1798.4228713340494,17205.784556005066,6743.048971988915,13718.54707228988,5599.386829658989,10355.173425677562,0.0,,,
,,,,113,1778.8439361776948,17350.44352152002,6856.039091685258,13949.973456390351,5693.846238540945,10529.861046021735,0.0,,,
,,,,114,1769.4926478506393,17426.897793503093,6912.010690861453,14233.537526815444,5809.586259181318,10743.903765784244,0.0,,,
,,,,115,1747.4775500252924,17468.857748206814,6943.107089142474,14199.637841542544,5795.7497027117115,10718.315260075366,0.0,,,
,,,,116,1726.9132598222159,17322.319396560808,6888.171950875129,13997.279781587507,5713.154873258069,10565.569288226008,0.0,,,
,,,,117,1735.4423946360419,16977.988674734064,6748.2310366657875,13621.30170647552,5559.69498636706,10281.769688201224,0.0,,,
,,,,118,1720.1129157454825,16510.92460460592,6496.335654368502,13263.600725621294,5413.695111118103,10011.766190617847,0.0,,,
,,,,119,1723.8712183512814,16193.689883732819,6328.414034729382,13086.710179369707,5341.495147830956,9878.243866850926,0.0,,,
,,,,120,1684.708714969862,15652.160769880049,6108.649791228602,12284.173780737849,5013.93044894983,9272.465168533972,0.0,,,
,,,,121,1532.6260555633755,14217.309760777178,5534.375988052559,11279.775200132737,4603.973319063357,8514.314802036433,0.0,,,
,,,,122,1378.3352707714994,12757.815632549293,4954.924855060812,10421.531085392087,4253.670858650617,7866.486238058405,0.0,,,
,,,,123,1274.3487294599565,11662.9807398171,4476.017526472238,9804.73108898086,4001.9166635278057,7400.906982606723,0.0,,,
,,,,124,1217.9453306987127,10930.880158937369,4147.4174254493355,9305.030602394512,3797.958014800528,7023.717971829553,0.0,,,
,,,,125,1181.3568663619412,10428.82223460568,3941.131250501253,9037.222804043136,3688.649102488843,6821.568561832706,0.0,,,
,,,,126,1165.417219276263,10110.855831543913,3806.3750888944396,8952.954663281025,3654.2540666984783,6757.960425544449,0.0,,,
,,,,127,1204.6780571978345,10081.767179686334,3776.317178300861,9066.854088993656,3700.74346101118,6843.935150136221,0.0,,,
,,,,128,1259.487439447219,10367.309234297276,3878.9311823293056,9609.660086504091,3922.296132551673,7253.661501702416,0.0,,,
,,,,129,1412.3305570654006,11462.29021735117,4308.090230643652,10435.903602416225,4259.537171031216,7877.335047743875,0.0,,,
,,,,130,1554.8826756536942,12912.07781567553,4837.782723710683,11267.821984103928,4599.094472925272,8505.292153769045,0.0,,,
,,,,131,1677.3774496400933,14121.088232547041,5248.273197076182,12085.2375365275,4932.732273960641,9122.30208649651,0.0,,,
,,,,132,1768.4680593693322,15106.667035222217,5649.44006664028,12639.019718123556,5158.765004525249,9540.313593127588,0.0,,,
,,,,133,1813.709777795758,15888.646946609932,6001.883131532688,13069.048819415439,5334.286455408889,9864.912539247784,0.0,,,
,,,,134,1851.2799850586816,16489.319074287592,6319.0759985712375,13243.349224099622,5405.429221858569,9996.479745975985,0.0,,,
,,,,135,1857.6109106853005,16842.750204325,6578.226781587859,13215.274659502813,5393.9702571137295,9975.28821718519,0.0,,,
,,,,136,1855.2900960071695,17102.163787254325,6698.47736038332,12814.902167544637,5230.55350119818,9673.07497497735,0.0,,,
,,,,137,1832.492077095332,17186.245779486057,6564.746134964731,12403.019219238013,5062.438616731464,9362.173292873596,0.0,,,
,,,,138,1804.8352732584162,17131.034274689093,6311.819891351756,12174.7669611746,4969.274764837717,9189.881598673455,0.0,,,
,,,,139,1769.048651311591,16856.345832082992,5822.552843744155,11960.198294403855,4881.696032159795,9027.918692221398,0.0,,,
,,,,140,1740.337404574973,16133.233225106245,5509.498784567098,11446.766340161052,4672.132722914002,8640.364755171611,0.0,,,
,,,,141,1694.979631657541,15204.008022506623,5194.371724960336,10950.738005623109,4469.672906366838,8265.947595604795,0.0,,,
,,,,142,1672.9622873431451,14413.354875471667,4974.6191069647975,10678.862622085733,4358.703761174878,8060.72784952915,0.0,,,
,,,,143,1675.8867615460147,14063.109906887696,4850.226844922806,10576.951023168835,4317.107339793097,7983.80189845637,0.0,,,
,,,,144,1633.2272164904425,13505.050562220344,4679.191973435799,10027.289833949206,4092.7566408835987,7568.901041263529,0.0,,,
,,,,145,1493.5995237284046,12403.284802281216,4324.676494680145,9292.84471888647,3792.984202685942,7014.519699125751,0.0,,,
,,,,146,1345.4872943521348,11242.349283304144,3903.815003332529,8606.922850668498,3513.017100132296,6496.765168384743,0.0,,,
,,,,147,1233.3056950342693,10313.837832302504,3542.0388477829906,8137.411782595628,3321.3806187255586,6142.364041971718,0.0,,,
,,,,148,1182.8095203583425,9702.288176431071,3308.8091600102803,7807.024181078819,3186.5290214778715,5892.977507568906,0.0,,,
,,,,149,1137.0241626684247,9298.500843405523,3163.687338131437,7570.150967138889,3089.846424738941,5714.1784556488865,0.0,,,
,,,,150,1115.0027486713116,9032.57247549373,3068.323420449627,7444.079123873573,3038.388714600195,5619.015622862885,0.0,,,
,,,,151,1117.9596583865434,8931.537327955488,3024.7867922504356,7329.187751157859,2991.4944454158685,5532.292146731183,0.0,,,
,,,,152,1136.178424547645,8968.233690284445,3023.7465398244026,7437.883200177543,3035.8597752483593,5614.338752632638,0.0,,,
,,,,153,1212.5522573066416,9279.328576182841,3133.6255241497547,7947.953255187759,3244.0508856609663,5999.3550266624525,0.0,,,
,,,,154,1324.9037129660694,9827.661794386297,3417.650415556336,8616.111981330736,3516.7677522192134,6503.701401583294,0.0,,,
,,,,155,1444.0768236088863,10571.652432054185,3816.7372176735907,9217.605682914307,3762.2745025348418,6957.727003677246,0.0,,,
,,,,156,1527.2942551853055,11279.583832448967,4168.150687105062,9732.237113636253,3972.3273922562053,7346.186341779791,0.0,,,
,,,,157,1573.0241460628415,11950.61357527937,4450.098107276462,10066.770994636672,4108.8713423901145,7598.70261309263,0.0,,,
,,,,158,1585.3086113441964,12472.981648307627,4648.093875926186,10240.505759303196,4179.783236193551,7729.842857661609,0.0,,,
,,,,159,1578.7242809466006,12809.099810879805,4778.696826542306,10324.629725812447,4214.119425561739,7793.342166871892,0.0,,,
,,,,160,1570.3494504005319,12947.293619771976,4853.335072657679,10334.00072608356,4217.944309875093,7800.415680740971,0.0,,,
,,,,161,1559.7197747533514,13050.977248894387,4893.764238077217,10353.908869041034,4226.070053285939,7815.442947974264,0.0,,,
,,,,162,1544.1508729413326,13064.493471478458,4946.631536087105,10391.696240859608,4241.493414883447,7843.965996837967,0.0,,,
,,,,163,1536.5057965742676,12904.261616104302,4975.6562270050235,10349.81287954227,4224.398226850318,7812.351171462807,0.0,,,
,,,,164,1530.1693630684872,12407.358816722137,4888.5784131263945,10182.291381231244,4156.022351009776,7685.900887886933,0.0,,,
,,,,165,1499.7592888605548,11730.214589271012,4688.520671899446,9886.457854503868,4035.274407032911,7462.596812152879,0.0,,,
,,,,166,1488.7686238903625,11192.782230899487,4438.6952453286685,9594.865432747141,3916.257520083493,7242.494050468787,0.0,,,
,,,,167,1471.3983301366227,10950.539738918405,4282.173449989073,9593.41116082267,3915.663941841008,7241.396322122873,0.0,,,
,,,,168,1411.3645083193603,10725.427292343604,4182.659834668215,9155.477604307478,3736.916194306577,6910.830854603463,0.0,,,
,,,,169,1264.667449125808,8953.113376758494,3301.551452331128,7562.887249096746,3086.881652527627,5708.695582014727,0.0,,,
,,,,170,1176.7590047400533,8302.160311034664,3058.991336630791,7145.257785881136,2916.421260207325,5393.456256998625,0.0,,,
,,,,171,1123.1039751940414,7774.189562852353,2842.3417408448045,6755.41205990254,2757.301128013981,5099.188935503501,0.0,,,
,,,,172,1092.40069536317,7453.115523661395,2706.5444197504307,6422.273843634021,2621.3268349054997,4847.726154058558,0.0,,,
,,,,173,1075.9238521743814,7278.945751791385,2630.876334275354,6221.613337423974,2539.42488203946,4696.261547016724,0.0,,,
,,,,174,1067.4821863114587,7208.296836852759,2607.034613080141,6126.093468376851,2500.437320609317,4624.160266584564,0.0,,,
,,,,175,1082.5122512468492,7253.9096401969955,2624.6566456351857,6107.4861786427355,2492.8425357881674,4610.114922630627,0.0,,,
,,,,176,1116.1369777107818,7444.252130627758,2693.073308359647,6207.706024892303,2533.748448360627,4685.763887724404,0.0,,,
,,,,177,1171.3919418411951,7750.780655135409,2808.134073149258,6398.366577525884,2611.5688022017707,4829.68022795727,0.0,,,
,,,,178,1258.647371468829,8187.496382639615,2990.5751647274005,6605.588233030249,2696.148765556272,4986.097388535306,0.0,,,
,,,,179,1359.194828306416,8804.204878381439,3268.3826855399398,7025.496904710433,2867.5394436999427,5303.057128898568,0.0,,,
,,,,180,1423.1714117537797,9314.40970583082,3477.7750050049212,7390.312877022313,3016.443386650178,5578.43123680081,0.0,,,
,,,,181,1440.7525267633378,9575.455774759212,3557.5922741175127,7637.057036958754,3117.1549264483033,5764.681176714342,0.0,,,
,,,,182,1436.4702993724154,9687.19878564042,3587.656405137474,7753.725053774574,3164.7743538817303,5852.745717440961,0.0,,,
,,,,183,1416.229652753588,9707.648015088791,3553.443346472918,7758.939341941303,3166.90262711161,5856.681619542937,0.0,,,
,,,,184,1374.629084897508,9612.614949106828,3464.3022105110826,7721.362169492357,3151.565060866606,5828.317235508319,0.0,,,
,,,,185,1354.331525207087,9526.304264373503,3432.1671320440087,7692.679251240248,3139.8577894004134,5806.666503015294,0.0,,,
,,,,186,1348.1566615318955,9527.510690471303,3445.6450726002467,7727.052323087833,3153.887564185169,5832.612335199959,0.0,,,
,,,,187,1396.6397895215243,9685.535251933128,3582.465763689941,7883.488693540819,3217.738914315638,5950.695229663052,0.0,,,
,,,,188,1510.0548866923855,10307.628754266503,3838.5072103409334,8192.934027301946,3344.0426779161853,6184.273908219738,0.0,,,
,,,,189,1594.578490899196,11031.320322490452,4106.985163926452,8714.186621679817,3556.7980736957074,6577.731100510165,0.0,,,
,,,,190,1560.8767821234594,10863.47452714792,4057.234114091028,8738.722766541307,3566.8127906817017,6596.251723277238,0.0,,,
,,,,191,1463.9586729700588,10473.576704775913,3927.652882618252,8566.456569145632,3496.500309935024,6466.219997613128,0.0,,,
,,,,192,1352.3981175150216,9819.26469447189,3689.243618540793,8244.336369954863,3365.023150479911,6223.0739480382545,0.0,,,
,,,,193,1228.1008731915308,9011.626809255897,3388.627224313476,7760.722243750078,3167.630339518327,5858.027407645244,0.0,,,
,,,,194,1150.8141535547486,8286.638433307902,3101.489985096995,7242.248878114181,2956.0093187372963,5466.668061100519,0.0,,,
,,,,195,1126.960397668764,7839.003005295991,2910.7562256137544,6862.278957990725,2800.920113211778,5179.855295966894,0.0,,,
,,,,196,1115.7101437836723,7605.920324984975,2826.7930554185327,6635.881912518521,2708.513488223672,5008.963972230352,0.0,,,
,,,,197,1113.5412699740975,7535.64330426461,2795.6953620552217,6519.3767172750595,2660.9605183358644,4921.022334141336,0.0,,,
,,,,198,1133.9775425524713,7585.165865301361,2808.134156800488,6496.518924358546,2651.630840496268,4903.768582083523,0.0,,,
,,,,199,1169.1896932066534,7883.3648760568385,2922.160456216608,6625.7387445462155,2704.373434553568,5001.307602872468,0.0,,,
,,,,200,1300.3486503662625,8688.266078033606,3236.247032600567,7067.06818668791,2884.507252868809,5334.4363873678585,0.0,,,
,,,,201,1476.1992082538104,9927.575842096749,3729.6671521160933,7859.22306993758,3207.8346137726244,5932.378804507409,0.0,,,
,,,,202,1550.3100837581046,10657.019930023334,4001.2566119599824,8448.494166492625,3448.3525636518652,6377.178415385455,0.0,,,
,,,,203,1560.5116364429612,10824.457251371909,4046.86777956993,8735.456065555769,3565.4794481361346,6593.785918767708,0.0,,,
,,,,204,1569.1531209053785,10880.73277663045,4029.2444257285933,8877.804949926254,3623.580824627436,6701.235153503763,0.0,,,
,,,,205,1573.5240871333424,10922.839723678182,4024.060598328822,8945.331772331256,3651.142693827639,6752.206437357951,0.0,,,
,,,,206,1550.1566794969517,10866.272274776997,3987.784135945523,8902.938447363249,3633.839358114284,6720.206676025971,0.0,,,
,,,,207,1530.4460440460941,10727.90095192828,3926.621281543494,8853.693760795157,3613.739558336138,6683.03530014931,0.0,,,
,,,,208,1503.5342894612206,10607.285084338168,3876.8624823790906,8786.930742288623,3586.489444707936,6632.640558533172,0.0,,,
,,,,209,1473.4544058060724,10432.36274871529,3809.480504738579,8710.108119285027,3555.1333848278723,6574.652523792634,0.0,,,
,,,,210,1470.0587736106488,10388.314829082356,3784.607599716911,8679.915392526458,3542.809867208072,6551.862142265234,0.0,,,
,,,,211,1517.355173855312,10605.664777151873,3875.828604579901,8767.782768819521,3578.67397344173,6618.187090175482,0.0,,,
,,,,212,1622.2550354184796,11308.921869787111,4145.3405901650685,9048.714864685086,3693.339722615384,6830.24311609408,0.0,,,
,,,,213,1709.8314721048584,12086.350166588816,4497.787342766505,9622.997714571995,3927.740042795867,7263.729145965512,0.0,,,
,,,,214,1663.629034422786,11919.54851194273,4478.092131392994,9639.914360599803,3934.6447714432234,7276.4983410177065,0.0,,,
,,,,215,1606.7140479210336,11477.880139810157,4336.072233171413,9400.145551561782,3836.78030340474,7095.5136065138595,0.0,,,
,,,,216,1485.5078062340167,10762.701355104242,4069.669891344946,8957.40474683227,3656.070420798984,6761.319482935081,0.0,,,
,,,,217,1341.5575208352548,9808.790256357996,3719.30374941942,8394.300163551401,3426.2326420073546,6336.271146114819,0.0,,,
,,,,218,1236.2198992849605,8992.315431046034,3397.9561636523504,7751.592722072935,3163.904017541903,5851.136169107948,0.0,,,
