R_ID,zone,Resource,THERM,DISP,NDISP,STOR,DR,HEAT,NACC,HYDRO,TRADER,RPS,CES,Num_VRE_bins,Commit,Min_Share,Max_Share,Existing_Cap_MW,Existing_Charge_Cap_MW,Existing_Cap_MWh,Existing_Charge_Cap_MWh,New_Build,Cap_size,Max_Cap_MW,Min_Share_percent,Max_Share_percent,Inv_cost_per_MWyr,Inv_cost_per_MWhyr,Fixed_OM_cost_per_MWyr,Var_OM_cost_per_MWh,Externality_cost_MWh,Start_cost_per_MW_alt,Start_cost_per_MW,Start_cost,Start_fuel_MMBTU_per_MW,Start_fuel_MMBTU_per_start,Heat_rate_MMBTU_per_MWh,Fuel,Min_power,Self_disch,Eff_up,Eff_down,Ratio_power_to_energy,Min_Duration,Max_Duration,Max_DSM_delay,Max_DSM_advance,DSM_energy_eff,Ramp_Up_percentage,Ramp_Dn_percentage,Up_time,Down_time,NACC_Eff,NACC_Peak_to_Base,Reg_Up,Reg_Dn,Rsv_Up,Rsv_Dn,Reg_Cost,Rsv_Cost,voltage_level,Min_Cap_MW,Fixed_OM_cost_per_MWhyr,Var_OM_cost_per_MWh_in,Fixed_CAP,Fixed_CAP_MW,Inv_cost_charge_per_MWyr,Fixed_OM_cost_charge_per_MWyr,InveterLoadRatio,EtaInverter,Hydro_Res_flexibility_days
21,3,Wind_3_2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,1,1,1552.6538024616186,0,0,90742.21603752328,0,34568.125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
22,4,Nuclear,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,1,1000,-1.0,0,0,462800.0,0,100888.6719,2.314453125,0,208.0,291.2,291200,0.0,0.0,10.461,uranium,0.5,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0.17,0.17,24,24,1,0,0.5,0.5,0.1,0.1,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
23,4,PV_4_0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,1,1,26776.03748390696,0,0,91685.70783011169,0,11152.63471,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
24,4,Wind_4_0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0.0,0,0,0,1,1,318.82960423455916,0,0,103515.24851371117,0,34568.125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
25,4,Wind_4_1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,1,1,970.6140934118962,0,0,104007.87056093627,0,34568.125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
26,4,Wind_4_2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,1,1,42.24480552823343,0,0,95772.9665011245,0,34568.125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
27,5,Nuclear,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,1,1000,-1.0,0,0,462800.0,0,100888.6719,2.314453125,0,208.0,291.2,291200,0.0,0.0,10.461,uranium,0.5,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0.17,0.17,24,24,1,0,0.5,0.5,0.1,0.1,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
28,5,Hydro_Res_5,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,278.8,0,0,0,-1,1,0.0,0,0,0.0,0,41000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,1.0,1.0,1.0,1.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
29,5,Hydro_RoR_5,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,283.1,0,0,0,-1,1,0.0,0,0,0.0,0,41000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
30,5,PV_5_0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,1,1,798348.3312639758,0,0,86273.17116752606,0,11152.63471,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
31,5,Wind_5_0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0.0,0,0,0,1,1,15184.43950813365,0,0,96762.73180682171,0,34568.125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
32,5,Wind_5_1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,1,1,16264.541714488965,0,0,97102.21329519004,0,34568.125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
33,5,Wind_5_2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,1,1,8163.46497647596,0,0,101555.25884215176,0,34568.125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
34,6,Nuclear,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,1,1000,-1.0,0,0,462800.0,0,100888.6719,2.314453125,0,208.0,291.2,291200,0.0,0.0,10.461,uranium,0.5,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0.17,0.17,24,24,1,0,0.5,0.5,0.1,0.1,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
35,6,Hydro_Res_6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3625.8,0,0,0,-1,1,0.0,0,0,0.0,0,41000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,1.0,1.0,1.0,1.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
36,6,Hydro_RoR_6,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,496.6,0,0,0,-1,1,0.0,0,0,0.0,0,41000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
37,6,PV_6_0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,1,1,2262162.4331057454,0,0,85379.73805441862,0,11152.63471,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
38,6,Wind_6_0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0.0,0,0,0,1,1,57621.04313317192,0,0,95635.1390199608,0,34568.125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
39,6,Wind_6_1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,1,1,44002.52283474909,0,0,98081.95479091076,0,34568.125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
40,6,Wind_6_2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,1,1,10559.307406960972,0,0,99623.61620122333,0,34568.125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
41,7,Hydro_Can,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3872.3185138888894,0,0,0,-1,1,0.0,0,0,0.0,0,41000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,none,0.1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
42,1,CCGT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1,573,-1.0,0,0,65800.0,0,10560.0,2.77,0,79.0,79.0,45267,9.16,5248.68,6.275,natural_gas,0.33,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,4,4,1,0,0.67,0.67,0.67,0.67,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
43,2,CCGT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1,573,-1.0,0,0,65800.0,0,10560.0,2.77,0,79.0,79.0,45267,9.16,5248.68,6.275,natural_gas,0.33,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,4,4,1,0,0.67,0.67,0.67,0.67,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
44,3,CCGT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1,573,-1.0,0,0,65800.0,0,10560.0,2.77,0,79.0,79.0,45267,9.16,5248.68,6.275,natural_gas,0.33,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.0,4,4,1,0,0.67,0.67,0.67,0.67,0,0,trans,-1.0,0.0,0,0,0,0,0,0,0,0
