Time_index,Nuclear,Hydro_Res_1,Hydro_RoR_1,PV_1_0,Wind_1_0,Wind_1_1,Wind_1_2,Nuclear,Hydro_Res_2,Hydro_RoR_2,PV_2_0,Wind_2_0,Wind_2_1,Wind_2_2,Nuclear,Hydro_Res_3,Hydro_RoR_3,PV_3_0,Wind_3_0,Wind_3_1,Wind_3_2,Nuclear,PV_4_0,Wind_4_0,Wind_4_1,Wind_4_2,Nuclear,Hydro_Res_5,Hydro_RoR_5,PV_5_0,Wind_5_0,Wind_5_1,Wind_5_2,Nuclear,Hydro_Res_6,Hydro_RoR_6,PV_6_0,Wind_6_0,Wind_6_1,Wind_6_2,Hydro_Can,CCGT,CCGT,CCGT,CCGT,CCGT,CCGT,OCGT_F,OCGT_F,OCGT_F,OCGT_F,OCGT_F,OCGT_F,CCGT_CCS,CCGT_CCS,CCGT_CCS,CCGT_CCS,CCGT_CCS,CCGT_CCS,Wind_offshore_2,Wind_offshore_4,PHS_1,PHS_2,PHS_3,PHS_5,PHS_6,Storage_bat,Storage_bat,Storage_bat,Storage_bat,Storage_bat,Storage_bat
11,1,0.43156127156036905,0.6524036485659319,0.3634018092271149,0.0890614405466014,0.12480916034790555,0.1043529913768794,1,0.4365850437876301,0.4034752058457926,0.5695823204369828,0.1400365221309155,0.09222396854772287,0.05911148512983585,1,0.4946398531101264,0.5613323764216974,0.6149812437711752,0.1524239765374939,0.13885446532357626,0.09640208556879216,1,0.9111169812089414,0.18543939925815306,0.1442598593211703,0.1938608211659491,1,0.4007649101307189,0.4544213224616352,0.36235901719865865,0.1995159227994684,0.12868978811209858,0.1267722066123712,1,0.7040351968301248,0.44634954635969054,0.3923040257785288,0.17951697492406446,0.2094829636263608,0.10965257514452598,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.019433423799939595,0.03667580492533224,1,1,1,1,1,1,1,1,1,1,1
12,1,0.43156127156036905,0.6524036485659319,0.39495228415776695,0.13182738376129474,0.18926119277888645,0.2035867480889828,1,0.4365850437876301,0.4034752058457926,0.5090411499976479,0.16436958780333896,0.12405902229002667,0.1083264910944763,1,0.4946398531101264,0.5613323764216974,0.5151361494031698,0.20411631373510725,0.1839553355760572,0.1534951917791602,1,0.70252334022766,0.2833536291301421,0.2599894088379163,0.37524591980405386,1,0.4007649101307189,0.4544213224616352,0.3828558764693236,0.2116078725334975,0.1433509941980836,0.14039476345383894,1,0.7040351968301248,0.44634954635969054,0.442766714954638,0.20423961759407133,0.2302833923143329,0.13401447765054192,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03411583783462447,0.04022721263890562,1,1,1,1,1,1,1,1,1,1,1
13,1,0.43156127156036905,0.6524036485659319,0.4369527671518041,0.18636497440312536,0.2429020762466421,0.2878065050722855,1,0.4365850437876301,0.4034752058457926,0.514180479411835,0.1991750663409385,0.15691110165936856,0.149452412498276,1,0.4946398531101264,0.5613323764216974,0.5563194794217864,0.2583334758261938,0.23142401948187544,0.16275054329715946,1,0.5939943923215504,0.3935245622089528,0.3194379359714223,0.3852146937822252,1,0.4007649101307189,0.4544213224616352,0.4017508392688916,0.2116683749604856,0.16494103296968302,0.14587356995003198,1,0.7040351968301248,0.44634954635969054,0.4694862749048824,0.24355754819657954,0.2543152314568753,0.15488202346503238,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0484630080753183,0.07666556744355163,1,1,1,1,1,1,1,1,1,1,1
14,1,0.43156127156036905,0.6524036485659319,0.4461793573950242,0.25773643574622984,0.2948874099580012,0.3167503491790582,1,0.4365850437876301,0.4034752058457926,0.5347554741679938,0.2273579708089093,0.1907656142932974,0.19040429108739496,1,0.4946398531101264,0.5613323764216974,0.4944216011563048,0.31616307000584165,0.2846665501560676,0.2209095987526964,1,0.5956945861028344,0.4286234119901125,0.36934184225783184,0.3665015906657792,1,0.4007649101307189,0.4544213224616352,0.4273255900833948,0.21582289934252066,0.1491110904136598,0.15954108544811685,1,0.7040351968301248,0.44634954635969054,0.4849061841623145,0.2792942431658069,0.2789073703328618,0.1618105215301236,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.07929517299398674,0.14871924635196626,1,1,1,1,1,1,1,1,1,1,1
15,1,0.43156127156036905,0.6524036485659319,0.4107337324130442,0.3076399856288338,0.3168763868991802,0.3281889318463204,1,0.4365850437876301,0.4034752058457926,0.5579145339569231,0.2425173029927181,0.1816559459010168,0.2009026396496809,1,0.4946398531101264,0.5613323764216974,0.4008704828649876,0.35833757859774024,0.2970537356106789,0.2634551668383464,1,0.61637236157062,0.49001293162916104,0.3859878758841355,0.3245385513505857,1,0.4007649101307189,0.4544213224616352,0.3769211890772917,0.18355993740216986,0.14113628047908874,0.1534635650853784,1,0.7040351968301248,0.44634954635969054,0.5265588301185566,0.2980548154592013,0.3045620310864202,0.196133712860858,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.10806486154268052,0.2635401226992253,1,1,1,1,1,1,1,1,1,1,1
16,1,0.43156127156036905,0.6524036485659319,0.39057943228950187,0.34098033226487096,0.348813486206601,0.2752482472289511,1,0.4365850437876301,0.4034752058457926,0.5617021356998042,0.23279897931864274,0.18385710334550548,0.2067161280039295,1,0.4946398531101264,0.5613323764216974,0.316262452813913,0.33666840075947,0.3198141540959914,0.1324041614552066,1,0.6372823304290066,0.5979945929081801,0.4620684377001298,0.4111983271761376,1,0.4007649101307189,0.4544213224616352,0.34293190666629536,0.21008154844156188,0.17155697604155656,0.13962244933209772,1,0.7040351968301248,0.44634954635969054,0.5551549934198885,0.31717996420133704,0.331609567151244,0.2094363150313828,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.163131557060891,0.4240178993466199,1,1,1,1,1,1,1,1,1,1,1
17,1,0.43156127156036905,0.6524036485659319,0.3878006506588813,0.343759969263657,0.35291100775645057,0.28070946791893403,1,0.4365850437876301,0.4034752058457926,0.5068418578843157,0.2396034601559428,0.18286928366612407,0.1782110141930352,1,0.4946398531101264,0.5613323764216974,0.2298175094494773,0.3888294157054595,0.36092937418812543,0.26076470358177445,1,0.40260741096821695,0.6595379957851613,0.5913145644853586,0.6338336077954356,1,0.4007649101307189,0.4544213224616352,0.27372898357752723,0.1982527409034512,0.15809080104042092,0.17256443750842226,1,0.7040351968301248,0.44634954635969054,0.5167658621118287,0.3331648600282374,0.35318482803083423,0.21467651187994785,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.24468119514590056,0.5629763402589214,1,1,1,1,1,1,1,1,1,1,1
18,1,0.43156127156036905,0.6524036485659319,0.3531716375612166,0.3134309155470898,0.3186059657562911,0.20951574774290446,1,0.4365850437876301,0.4034752058457926,0.3973939283111173,0.2654799974232619,0.16311432895154224,0.17420644530790375,1,0.4946398531101264,0.5613323764216974,0.13619157323951067,0.3818971218878989,0.3201942527900821,0.2354640332447297,1,0.2154618480902995,0.5804065384371186,0.5979985673276889,0.47206434322654905,1,0.4007649101307189,0.4544213224616352,0.17615267196834447,0.20339965706243285,0.18404853279311945,0.2068306061866637,1,0.7040351968301248,0.44634954635969054,0.39887967856305495,0.35913014136627897,0.3548289325552524,0.23092346232482666,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3807382575621903,0.6422787473109176,1,1,1,1,1,1,1,1,1,1,1
19,1,0.43156127156036905,0.6524036485659319,0.15355685377379194,0.2493587138939209,0.2739439936078582,0.1819543569372964,1,0.4365850437876301,0.4034752058457926,0.15786880695388947,0.2845215325345096,0.18522196988988965,0.18147147815270886,1,0.4946398531101264,0.5613323764216974,0.031129237429129493,0.3763850080638629,0.2802173296971367,0.19031325565988694,1,0.032612501936767006,0.4463462483839683,0.4813976445462437,0.18031282399990653,1,0.4007649101307189,0.4544213224616352,0.0845332151882664,0.17424099484848002,0.1553956279564757,0.17626033725560725,1,0.7040351968301248,0.44634954635969054,0.21710284509241706,0.3580766377018354,0.30540349959206303,0.2307697873611449,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5100133575124414,0.5307099974660509,1,1,1,1,1,1,1,1,1,1,1
20,1,0.43156127156036905,0.6524036485659319,0.01,0.3181637249178761,0.3423281538240799,0.26690803099635946,1,0.4365850437876301,0.4034752058457926,0.010820806723536377,0.3492034406455386,0.23463050617770226,0.2279166554353623,1,0.4946398531101264,0.5613323764216974,0.0,0.2613768150367393,0.16370992283864305,0.1661396744732094,1,0.0,0.3294753264090384,0.19715180698544887,0.22202300137572306,1,0.4007649101307189,0.4544213224616352,0.01,0.1936005861678136,0.1813823287394873,0.2031460382968808,1,0.7040351968301248,0.44634954635969054,0.03370544522486084,0.3610745285339921,0.2838893600613385,0.23606970518138504,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5294798029651051,0.358473455446422,1,1,1,1,1,1,1,1,1,1,1
21,1,0.43156127156036905,0.6524036485659319,0.0,0.3109027076626973,0.3602441657574694,0.2661654495620486,1,0.4365850437876301,0.4034752058457926,0.0,0.3601266199597608,0.2341995606719524,0.1808485991357472,1,0.4946398531101264,0.5613323764216974,0.0,0.17387585720918536,0.10459760427952487,0.08116218998180111,1,0.0,0.2470764725262544,0.198806763600232,0.1854904039566028,1,0.4007649101307189,0.4544213224616352,0.0,0.23535346047924144,0.2090624379921216,0.1840622977979332,1,0.7040351968301248,0.44634954635969054,0.0,0.4791581754441178,0.3713281656887619,0.27443321701937384,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5638067927761146,0.3866450707460611,1,1,1,1,1,1,1,1,1,1,1
22,1,0.43156127156036905,0.6524036485659319,0.0,0.2973832751357681,0.329209755559565,0.2031476228311128,1,0.4365850437876301,0.4034752058457926,0.0,0.3212192347525157,0.1795130774603501,0.12806674722531194,1,0.4946398531101264,0.5613323764216974,0.0,0.21495000407926868,0.15205228772426235,0.1037870458205073,1,0.0,0.34205622905496513,0.3185928142822291,0.24211932921561816,1,0.4007649101307189,0.4544213224616352,0.0,0.2800534895426369,0.2261189237090084,0.1546439884457508,1,0.7040351968301248,0.44634954635969054,0.0,0.4825500057138661,0.36255399018067536,0.19525703948460474,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4927409175640523,0.27550903705847685,1,1,1,1,1,1,1,1,1,1,1
23,1,0.43156127156036905,0.6524036485659319,0.0,0.258711390064332,0.2826528512590211,0.14953993225714468,1,0.4365850437876301,0.4034752058457926,0.0,0.31288913109721883,0.14731610689805835,0.07751527688218082,1,0.4946398531101264,0.5613323764216974,0.0,0.2165043531542324,0.15145811349648586,0.07807789400974642,1,0.0,0.4814993699896949,0.4416354784286917,0.4227406326187544,1,0.4007649101307189,0.4544213224616352,0.0,0.281809628216016,0.19071874241031825,0.12814675243141233,1,0.7040351968301248,0.44634954635969054,0.0,0.4394877658903728,0.30551020913800797,0.15163275529503306,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4330911514406581,0.2318512648840453,1,1,1,1,1,1,1,1,1,1,1
24,1,0.43156127156036905,0.6524036485659319,0.0,0.219314086504948,0.24905116784285186,0.1359984463500009,1,0.4365850437876301,0.4034752058457926,0.0,0.27947520066881343,0.11337457981601524,0.04378843625454725,1,0.4946398531101264,0.5613323764216974,0.0,0.19367615995986454,0.11369285646785665,0.053734714280270116,1,0.0,0.5553845133218,0.5056300804335614,0.3963137122964289,1,0.4007649101307189,0.4544213224616352,0.0,0.2673548088298137,0.17064011307964766,0.11990592622986795,1,0.7040351968301248,0.44634954635969054,0.0,0.4126146631806201,0.27749827810897193,0.1313654994712415,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5886928623761629,0.2605333516524609,1,1,1,1,1,1,1,1,1,1,1
25,1,0.43156127156036905,0.6524036485659319,0.0,0.192668963728888,0.2101753094196701,0.1250053281390865,1,0.4365850437876301,0.4034752058457926,0.0,0.2547529311064859,0.0968192928233246,0.03074855684753918,1,0.4946398531101264,0.5613323764216974,0.0,0.16292976423423425,0.09272985545716128,0.03326757857929442,1,0.0,0.4784903180563145,0.4841373306655096,0.3179559532558957,1,0.4007649101307189,0.4544213224616352,0.0,0.26313720428007503,0.17996149445152698,0.12502105964194749,1,0.7040351968301248,0.44634954635969054,0.0,0.3919130581755072,0.27223955051003995,0.11059073581932194,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6649367807067428,0.2425077107919892,1,1,1,1,1,1,1,1,1,1,1
26,1,0.43156127156036905,0.6524036485659319,0.0,0.17785254577603482,0.1863473987736573,0.1119355675041502,1,0.4365850437876301,0.4034752058457926,0.0,0.2297398459618327,0.09101101881150148,0.025502728103998343,1,0.4946398531101264,0.5613323764216974,0.0,0.11603650472676225,0.05172852309620435,0.012284115730770307,1,0.0,0.4047577034380775,0.44917726324359,0.3379557318060168,1,0.4007649101307189,0.4544213224616352,0.0,0.2818898566722293,0.1822480643005552,0.13994264344128468,1,0.7040351968301248,0.44634954635969054,0.0,0.39163354833365777,0.27804630291751553,0.10240375067391744,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6389527707155369,0.2387573571895109,1,1,1,1,1,1,1,1,1,1,1
27,1,0.43156127156036905,0.6524036485659319,0.0,0.17659162816802562,0.17552602647467402,0.11076711355101232,1,0.4365850437876301,0.4034752058457926,0.0,0.2014934632886664,0.09397246403141707,0.021505840883369414,1,0.4946398531101264,0.5613323764216974,0.0,0.098187326856524,0.05083585723430455,0.016285760495560197,1,0.0,0.29157123341022034,0.36349673000182414,0.25967604905875763,1,0.4007649101307189,0.4544213224616352,0.0,0.3013946288561989,0.1819284101342669,0.12265690709115708,1,0.7040351968301248,0.44634954635969054,0.0,0.40061606993302856,0.277717649965823,0.12028885633538625,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4652015822807032,0.2398886445650361,1,1,1,1,1,1,1,1,1,1,1
28,1,0.43156127156036905,0.6524036485659319,0.0,0.18483525214015373,0.16542785486288933,0.11749494667064395,1,0.4365850437876301,0.4034752058457926,0.0,0.18189867435827609,0.08909286157761356,0.018522330812641936,1,0.4946398531101264,0.5613323764216974,0.0,0.09453895208265577,0.05794928743639769,0.020209513079055733,1,0.0,0.19608734333059696,0.2326952010158637,0.1360264682523138,1,0.4007649101307189,0.4544213224616352,0.0,0.3029064783176296,0.1619472889826955,0.0882205550169315,1,0.7040351968301248,0.44634954635969054,0.0,0.4005419961958887,0.2749914274867542,0.12521965162773566,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2579825558908275,0.2270643987959384,1,1,1,1,1,1,1,1,1,1,1
29,1,0.43156127156036905,0.6524036485659319,0.05653613396050256,0.19199329757739053,0.17263064178509893,0.12101434199103556,1,0.4365850437876301,0.4034752058457926,0.03627569200738712,0.16885411901177785,0.11457241414043892,0.031170611795223582,1,0.4946398531101264,0.5613323764216974,0.03598613441941232,0.10568697400333764,0.08125552139259698,0.04476239471164259,1,0.0277899415386064,0.13451001088222106,0.11399181003296105,0.09976906330396834,1,0.4007649101307189,0.4544213224616352,0.03508511633278537,0.30965078195925066,0.15571846305526976,0.09995953324548426,1,0.7040351968301248,0.44634954635969054,0.01030682456677804,0.4181670780774548,0.28148039320496504,0.12597103171688567,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.18412306763041145,0.2257227964210447,1,1,1,1,1,1,1,1,1,1,1
30,1,0.43156127156036905,0.6524036485659319,0.07361139665263576,0.1917602394753961,0.15478692910856645,0.10073626289468424,1,0.4365850437876301,0.4034752058457926,0.24717622178649026,0.15069956689312894,0.12285500030958192,0.03209534694530312,1,0.4946398531101264,0.5613323764216974,0.2635790531185762,0.12219965409597165,0.10381071382567794,0.04284253020803345,1,0.30838857908459305,0.07645780921890052,0.04469411119876725,0.014479659805055934,1,0.4007649101307189,0.4544213224616352,0.25858881843685977,0.3167408147686617,0.15952423783695158,0.10924808728539184,1,0.7040351968301248,0.44634954635969054,0.12283100304276202,0.42668750597811,0.29661059681792384,0.11201218413937238,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.13921631639499266,0.1831012332874961,1,1,1,1,1,1,1,1,1,1,1
31,1,0.43156127156036905,0.6524036485659319,0.10774719424527307,0.1461595733998411,0.1096522952696408,0.06940290017778565,1,0.4365850437876301,0.4034752058457926,0.5475050228481677,0.0921983827660807,0.0572174986381509,0.013500929332179971,1,0.4946398531101264,0.5613323764216974,0.5749728686196974,0.09308278976564782,0.059874013841475525,0.01593416830346086,1,0.5572084132695534,0.015192701741583957,0.0,0.010289549920160164,1,0.4007649101307189,0.4544213224616352,0.4997371475404485,0.2553226267321788,0.09393991641434464,0.05232987477666248,1,0.7040351968301248,0.44634954635969054,0.2883760838606582,0.3181213676324988,0.2218574970004913,0.06439945122411209,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.09988909240211208,0.14563732163629822,1,1,1,1,1,1,1,1,1,1,1
32,1,0.43156127156036905,0.6524036485659319,0.15617598578202713,0.1285183181825605,0.09624410299487353,0.07448339157613436,1,0.4365850437876301,0.4034752058457926,0.7270924629776105,0.08439152572153483,0.06273529288207898,0.02014921901145812,1,0.4946398531101264,0.5613323764216974,0.8048301412225621,0.045557785208558584,0.02645401499039873,0.01,1,0.7144572036174193,0.0,0.0,0.0,1,0.4007649101307189,0.4544213224616352,0.5742074338654996,0.1896548455534132,0.07246302048445552,0.04797473701322562,1,0.7040351968301248,0.44634954635969054,0.3789754944455411,0.2317434827348938,0.1838042909571184,0.05052617780633036,0.9680673112960216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04728473933841725,0.11269083080724618,1,1,1,1,1,1,1,1,1,1,1
