Hour,1,2,3,4,5,6,7
1497,18.37,108.1,40.71,83.86,28.62,60.94,0
1498,23.64,139.11,52.39,107.91,36.83,78.42,0
1499,27.01,158.91,59.84,123.27,42.08,89.58,0
1500,27.7,163.02,61.39,126.45,43.16,91.89,0
1501,27.58,162.27,61.11,125.88,42.97,91.47,0
1502,26.75,157.41,59.28,122.11,41.68,88.73,0
1503,26.18,154.05,58.01,119.5,40.79,86.84,0
1504,25.04,147.33,55.48,114.28,39.01,83.05,0
1505,23.83,140.23,52.81,108.78,37.13,79.05,0
1506,21.36,125.66,47.32,97.48,33.27,70.83,0
1507,18.37,108.1,40.71,83.86,28.62,60.94,0
1508,14.69,86.44,32.55,67.05,22.89,48.73,0
1509,11.71,68.88,25.94,53.43,18.24,38.83,0
1510,9.1,53.57,20.17,41.55,14.18,30.2,0
1511,6.56,38.62,14.55,29.96,10.23,21.77,0
1512,4.47,26.3,9.9,20.4,6.96,14.82,0
1513,1.62,9.51,3.58,7.38,2.52,5.36,0
1514,1.22,7.17,2.7,5.57,1.9,4.04,0
1515,1.75,10.29,3.88,7.98,2.73,5.8,0
1516,4,23.55,8.87,18.27,6.24,13.28,0
1517,8.24,48.5,18.27,37.63,12.84,27.34,0
1518,13.41,78.92,29.72,61.22,20.9,44.49,0
1519,16.79,98.8,37.21,76.64,26.16,55.69,0
1520,19.24,113.23,42.64,87.83,29.98,63.83,0
1521,20.24,119.08,44.84,92.37,31.53,67.12,0
1522,21.43,126.1,47.49,97.82,33.39,71.08,0
1523,25.41,149.49,56.3,115.96,39.58,84.27,0
1524,27.06,159.24,59.97,123.52,42.16,89.76,0
1525,27.86,163.92,61.73,127.15,43.4,92.4,0
1526,27.33,160.8,60.55,124.73,42.58,90.64,0
1527,27.06,159.24,59.97,123.52,42.16,89.76,0
1528,25.94,152.61,57.47,118.38,40.41,86.03,0
1529,24.61,144.81,54.53,112.33,38.34,81.63,0
1530,21.76,128.04,48.22,99.33,33.9,72.18,0
1531,18.12,106.6,40.14,82.69,28.23,60.09,0
1532,13.81,81.26,30.6,63.03,21.52,45.8,0
1533,10.5,61.76,23.26,47.91,16.35,34.81,0
1534,7.32,43.05,16.21,33.39,11.4,24.26,0
1535,4.53,26.67,10.04,20.69,7.06,15.03,0
1536,2.68,15.75,5.93,12.22,4.17,8.88,0
1537,2.49,14.67,5.53,11.38,3.89,8.27,0
1538,1.8,10.6,3.99,8.22,2.81,5.97,0
1539,1.66,9.78,3.68,7.59,2.59,5.51,0
1540,2.46,14.47,5.45,11.22,3.83,8.16,0
1541,4.43,26.09,9.82,20.24,6.91,14.71,0
1542,7.27,42.8,16.12,33.2,11.33,24.13,0
1543,10.98,64.61,24.33,50.12,17.11,36.42,0
1544,15,88.25,33.23,68.46,23.37,49.74,0
1545,18.95,111.48,41.98,86.48,29.52,62.84,0
1546,21.02,123.71,46.59,95.96,32.76,69.73,0
1547,21.68,127.58,48.05,98.97,33.78,71.92,0
1548,22.62,133.08,50.12,103.24,35.24,75.02,0
1549,24.07,141.64,53.34,109.88,37.51,79.84,0
1550,25.15,147.96,55.72,114.78,39.18,83.41,0
1551,26.32,154.89,58.33,120.15,41.01,87.31,0
1552,26.98,158.76,59.79,123.16,42.04,89.49,0
1553,25.67,151.02,56.87,117.15,39.99,85.13,0
1554,23.24,136.75,51.5,106.08,36.21,77.09,0
1555,19.29,113.52,42.75,88.06,30.06,63.99,0
1556,14.93,87.84,33.08,68.14,23.26,49.51,0
1557,11.4,67.05,25.25,52.01,17.75,37.8,0
1558,8.83,51.97,19.57,40.31,13.76,29.3,0
1559,6.2,36.48,13.74,28.3,9.66,20.56,0
1560,3.95,23.23,8.75,18.02,6.15,13.1,0
1561,1.69,9.92,3.74,7.7,2.63,5.59,0
1562,1.24,7.28,2.74,5.65,1.93,4.1,0
1563,1.74,10.25,3.86,7.95,2.72,5.78,0
1564,4.05,23.82,8.97,18.48,6.31,13.43,0
1565,8.71,51.27,19.31,39.77,13.58,28.9,0
1566,14,82.37,31.02,63.89,21.81,46.43,0
1567,17.32,101.88,38.37,79.03,26.98,57.43,0
1568,19.85,116.77,43.97,90.58,30.92,65.82,0
1569,20.91,123.06,46.34,95.46,32.58,69.37,0
1570,20.01,117.76,44.35,91.35,31.18,66.38,0
1571,19.9,117.1,44.1,90.84,31.01,66.01,0
1572,20.63,121.4,45.72,94.17,32.15,68.43,0
1573,21.93,129.01,48.58,100.08,34.16,72.72,0
1574,22.77,133.97,50.45,103.93,35.47,75.52,0
1575,24.62,144.89,54.56,112.39,38.36,81.67,0
1576,26.14,153.82,57.93,119.32,40.73,86.71,0
1577,25.41,149.52,56.31,115.99,39.59,84.28,0
1578,23.89,140.59,52.94,109.06,37.23,79.25,0
1579,19.68,115.78,43.6,89.81,30.66,65.26,0
1580,14.45,85.01,32.02,65.95,22.51,47.92,0
1581,10.46,61.53,23.17,47.73,16.29,34.68,0
1582,7.87,46.31,17.44,35.92,12.26,26.11,0
1583,4.67,27.46,10.34,21.3,7.27,15.48,0
1584,2.64,15.55,5.85,12.06,4.12,8.76,0
1585,1.76,10.36,3.9,8.04,2.74,5.84,0
1586,1.29,7.6,2.86,5.89,2.01,4.28,0
1587,1.82,10.71,4.03,8.31,2.84,6.04,0
1588,4.23,24.87,9.36,19.29,6.58,14.02,0
1589,9.1,53.54,20.16,41.53,14.18,30.18,0
1590,14.62,86,32.39,66.71,22.77,48.48,0
1591,18.08,106.38,40.06,82.52,28.17,59.97,0
1592,20.72,121.92,45.91,94.58,32.28,68.73,0
1593,21.84,128.48,48.39,99.67,34.02,72.43,0
1594,20.9,122.96,46.3,95.38,32.56,69.31,0
1595,20.78,122.27,46.04,94.85,32.37,68.92,0
1596,21.54,126.76,47.74,98.33,33.56,71.45,0
1597,22.89,134.7,50.73,104.49,35.67,75.93,0
1598,23.77,139.88,52.68,108.51,37.04,78.85,0
1599,25.71,151.28,56.97,117.35,40.06,85.28,0
1600,27.3,160.61,60.48,124.59,42.53,90.53,0
1601,26.53,156.12,58.79,121.1,41.34,88,0
1602,24.95,146.79,55.28,113.87,38.87,82.75,0
1603,20.54,120.89,45.52,93.77,32.01,68.14,0
1604,15.09,88.76,33.43,68.86,23.5,50.04,0
1605,10.92,64.24,24.19,49.83,17.01,36.21,0
1606,8.22,48.35,18.21,37.51,12.8,27.26,0
1607,4.87,28.67,10.8,22.24,7.59,16.16,0
1608,2.76,16.23,6.11,12.59,4.3,9.15,0
1609,1.86,10.95,4.12,8.49,2.9,6.17,0
1610,1.36,8.03,3.02,6.23,2.13,4.52,0
1611,1.92,11.31,4.26,8.77,2.99,6.38,0
1612,4.46,26.27,9.89,20.38,6.96,14.81,0
1613,9.61,56.55,21.3,43.87,14.97,31.88,0
1614,15.44,90.85,34.21,70.47,24.06,51.21,0
1615,19.1,112.37,42.32,87.17,29.75,63.34,0
1616,21.89,128.79,48.5,99.91,34.1,72.6,0
1617,23.07,135.72,51.11,105.28,35.94,76.51,0
1618,22.07,129.89,48.91,100.76,34.39,73.22,0
1619,21.95,129.16,48.64,100.19,34.2,72.8,0
1620,22.76,133.9,50.42,103.87,35.45,75.48,0
1621,24.18,142.29,53.58,110.38,37.68,80.21,0
1622,25.11,147.76,55.65,114.62,39.13,83.29,0
1623,27.16,159.8,60.18,123.96,42.31,90.08,0
1624,28.83,169.65,63.89,131.6,44.92,95.63,0
1625,28.03,164.91,62.1,127.93,43.67,92.96,0
1626,26.35,155.06,58.39,120.28,41.06,87.41,0
1627,21.7,127.7,48.09,99.06,33.81,71.98,0
1628,15.94,93.77,35.31,72.74,24.83,52.86,0
1629,11.53,67.86,25.56,52.64,17.97,38.25,0
1630,8.68,51.08,19.24,39.62,13.52,28.79,0
1631,5.15,30.28,11.4,23.49,8.02,17.07,0
1632,2.91,17.15,6.46,13.3,4.54,9.67,0
1633,2.86,16.85,6.35,13.07,4.46,9.5,0
1634,2.02,11.89,4.48,9.22,3.15,6.7,0
1635,1.96,11.51,4.34,8.93,3.05,6.49,0
1636,2.74,16.15,6.08,12.52,4.27,9.1,0
1637,5.09,29.95,11.28,23.24,7.93,16.88,0
1638,8.36,49.18,18.52,38.15,13.02,27.73,0
1639,12.69,74.67,28.12,57.93,19.77,42.09,0
1640,17.24,101.41,38.19,78.67,26.85,57.17,0
1641,21.85,128.57,48.42,99.74,34.04,72.48,0
1642,24.2,142.38,53.62,110.45,37.7,80.26,0
1643,24.98,147.01,55.36,114.04,38.93,82.87,0
1644,26.13,153.73,57.89,119.25,40.7,86.66,0
1645,27.76,163.36,61.52,126.73,43.26,92.09,0
1646,28.98,170.5,64.21,132.26,45.15,96.11,0
1647,30.4,178.88,67.36,138.76,47.37,100.84,0
1648,31.19,183.51,69.11,142.36,48.59,103.45,0
1649,29.64,174.38,65.67,135.27,46.17,98.3,0
1650,26.81,157.73,59.4,122.36,41.77,88.91,0
1651,22.28,131.07,49.36,101.68,34.71,73.89,0
1652,17.32,101.91,38.38,79.06,26.99,57.45,0
1653,13.22,77.76,29.28,60.32,20.59,43.83,0
1654,10.32,60.7,22.86,47.09,16.07,34.22,0
1655,7.2,42.38,15.96,32.88,11.22,23.89,0
1656,4.66,27.41,10.32,21.26,7.26,15.45,0
1657,2.88,16.96,6.39,13.16,4.49,9.56,0
1658,3.71,21.82,8.22,16.92,5.78,12.3,0
1659,1.36,7.99,3.01,6.2,2.12,4.51,0
1660,2.12,12.48,4.7,9.68,3.3,7.03,0
1661,3.96,23.31,8.78,18.08,6.17,13.14,0
1662,6.5,38.25,14.4,29.67,10.13,21.56,0
1663,9.93,58.42,22,45.32,15.47,32.93,0
1664,14.06,82.7,31.15,64.15,21.9,46.62,0
1665,18.37,108.1,40.71,83.86,28.62,60.94,0
1666,23.64,139.11,52.39,107.91,36.83,78.42,0
1667,27.01,158.91,59.84,123.27,42.08,89.58,0
1668,27.7,163.02,61.39,126.45,43.16,91.89,0
1669,27.58,162.27,61.11,125.88,42.97,91.47,0
1670,26.75,157.41,59.28,122.11,41.68,88.73,0
1671,26.18,154.05,58.01,119.5,40.79,86.84,0
1672,25.04,147.33,55.48,114.28,39.01,83.05,0
1673,23.83,140.23,52.81,108.78,37.13,79.05,0
1674,21.36,125.66,47.32,97.48,33.27,70.83,0
1675,18.37,108.1,40.71,83.86,28.62,60.94,0
1676,14.69,86.44,32.55,67.05,22.89,48.73,0
1677,11.71,68.88,25.94,53.43,18.24,38.83,0
1678,9.1,53.57,20.17,41.55,14.18,30.2,0
1679,6.56,38.62,14.55,29.96,10.23,21.77,0
1680,4.47,26.3,9.9,20.4,6.96,14.82,0
1681,1.62,9.51,3.58,7.38,2.52,5.36,0
1682,1.22,7.17,2.7,5.57,1.9,4.04,0
1683,1.75,10.29,3.88,7.98,2.73,5.8,0
1684,4,23.55,8.87,18.27,6.24,13.28,0
1685,8.24,48.5,18.27,37.63,12.84,27.34,0
1686,13.41,78.92,29.72,61.22,20.9,44.49,0
1687,16.79,98.8,37.21,76.64,26.16,55.69,0
1688,19.24,113.23,42.64,87.83,29.98,63.83,0
1689,20.24,119.08,44.84,92.37,31.53,67.12,0
1690,21.43,126.1,47.49,97.82,33.39,71.08,0
1691,25.41,149.49,56.3,115.96,39.58,84.27,0
1692,27.06,159.24,59.97,123.52,42.16,89.76,0
1693,27.86,163.92,61.73,127.15,43.4,92.4,0
1694,27.33,160.8,60.55,124.73,42.58,90.64,0
1695,27.06,159.24,59.97,123.52,42.16,89.76,0
1696,25.94,152.61,57.47,118.38,40.41,86.03,0
1697,24.61,144.81,54.53,112.33,38.34,81.63,0
1698,21.76,128.04,48.22,99.33,33.9,72.18,0
1699,18.12,106.6,40.14,82.69,28.23,60.09,0
1700,13.81,81.26,30.6,63.03,21.52,45.8,0
1701,10.5,61.76,23.26,47.91,16.35,34.81,0
1702,7.32,43.05,16.21,33.39,11.4,24.26,0
1703,4.53,26.67,10.04,20.69,7.06,15.03,0
1704,2.68,15.75,5.93,12.22,4.17,8.88,0
1705,2.49,14.67,5.53,11.38,3.89,8.27,0
1706,1.8,10.6,3.99,8.22,2.81,5.97,0
1707,1.66,9.78,3.68,7.59,2.59,5.51,0
1708,2.46,14.47,5.45,11.22,3.83,8.16,0
1709,4.43,26.09,9.82,20.24,6.91,14.71,0
1710,7.27,42.8,16.12,33.2,11.33,24.13,0
1711,10.98,64.61,24.33,50.12,17.11,36.42,0
1712,15,88.25,33.23,68.46,23.37,49.74,0
1713,18.95,111.48,41.98,86.48,29.52,62.84,0
1714,21.02,123.71,46.59,95.96,32.76,69.73,0
1715,21.68,127.58,48.05,98.97,33.78,71.92,0
1716,22.62,133.08,50.12,103.24,35.24,75.02,0
1717,24.07,141.64,53.34,109.88,37.51,79.84,0
1718,25.15,147.96,55.72,114.78,39.18,83.41,0
1719,26.32,154.89,58.33,120.15,41.01,87.31,0
1720,26.98,158.76,59.79,123.16,42.04,89.49,0
1721,25.67,151.02,56.87,117.15,39.99,85.13,0
1722,23.24,136.75,51.5,106.08,36.21,77.09,0
1723,19.29,113.52,42.75,88.06,30.06,63.99,0
1724,14.93,87.84,33.08,68.14,23.26,49.51,0
1725,11.4,67.05,25.25,52.01,17.75,37.8,0
1726,8.83,51.97,19.57,40.31,13.76,29.3,0
1727,6.2,36.48,13.74,28.3,9.66,20.56,0
1728,3.95,23.23,8.75,18.02,6.15,13.1,0
1729,1.69,9.92,3.74,7.7,2.63,5.59,0
1730,1.24,7.28,2.74,5.65,1.93,4.1,0
1731,1.74,10.25,3.86,7.95,2.72,5.78,0
1732,4.05,23.82,8.97,18.48,6.31,13.43,0
1733,8.71,51.27,19.31,39.77,13.58,28.9,0
1734,14,82.37,31.02,63.89,21.81,46.43,0
1735,17.32,101.88,38.37,79.03,26.98,57.43,0
1736,19.85,116.77,43.97,90.58,30.92,65.82,0
1737,20.91,123.06,46.34,95.46,32.58,69.37,0
1738,20.01,117.76,44.35,91.35,31.18,66.38,0
1739,19.9,117.1,44.1,90.84,31.01,66.01,0
1740,20.63,121.4,45.72,94.17,32.15,68.43,0
1741,21.93,129.01,48.58,100.08,34.16,72.72,0
1742,22.77,133.97,50.45,103.93,35.47,75.52,0
1743,24.62,144.89,54.56,112.39,38.36,81.67,0
1744,26.14,153.82,57.93,119.32,40.73,86.71,0
1745,25.41,149.52,56.31,115.99,39.59,84.28,0
1746,23.89,140.59,52.94,109.06,37.23,79.25,0
1747,19.68,115.78,43.6,89.81,30.66,65.26,0
1748,14.45,85.01,32.02,65.95,22.51,47.92,0
1749,10.46,61.53,23.17,47.73,16.29,34.68,0
1750,7.87,46.31,17.44,35.92,12.26,26.11,0
1751,4.67,27.46,10.34,21.3,7.27,15.48,0
1752,2.64,15.55,5.85,12.06,4.12,8.76,0
1753,1.76,10.36,3.9,8.04,2.74,5.84,0
1754,1.29,7.6,2.86,5.89,2.01,4.28,0
1755,1.82,10.71,4.03,8.31,2.84,6.04,0
1756,4.23,24.87,9.36,19.29,6.58,14.02,0
1757,9.1,53.54,20.16,41.53,14.18,30.18,0
1758,14.62,86,32.39,66.71,22.77,48.48,0
1759,18.08,106.38,40.06,82.52,28.17,59.97,0
1760,20.72,121.92,45.91,94.58,32.28,68.73,0
1761,21.84,128.48,48.39,99.67,34.02,72.43,0
1762,20.9,122.96,46.3,95.38,32.56,69.31,0
1763,20.78,122.27,46.04,94.85,32.37,68.92,0
1764,21.54,126.76,47.74,98.33,33.56,71.45,0
1765,22.89,134.7,50.73,104.49,35.67,75.93,0
1766,23.77,139.88,52.68,108.51,37.04,78.85,0
1767,25.71,151.28,56.97,117.35,40.06,85.28,0
1768,27.3,160.61,60.48,124.59,42.53,90.53,0
1769,26.53,156.12,58.79,121.1,41.34,88,0
1770,24.95,146.79,55.28,113.87,38.87,82.75,0
1771,20.54,120.89,45.52,93.77,32.01,68.14,0
1772,15.09,88.76,33.43,68.86,23.5,50.04,0
1773,10.92,64.24,24.19,49.83,17.01,36.21,0
1774,8.22,48.35,18.21,37.51,12.8,27.26,0
1775,4.87,28.67,10.8,22.24,7.59,16.16,0
1776,2.76,16.23,6.11,12.59,4.3,9.15,0
1777,1.86,10.95,4.12,8.49,2.9,6.17,0
1778,1.36,8.03,3.02,6.23,2.13,4.52,0
1779,1.92,11.31,4.26,8.77,2.99,6.38,0
1780,4.46,26.27,9.89,20.38,6.96,14.81,0
1781,9.61,56.55,21.3,43.87,14.97,31.88,0
1782,15.44,90.85,34.21,70.47,24.06,51.21,0
1783,19.1,112.37,42.32,87.17,29.75,63.34,0
1784,21.89,128.79,48.5,99.91,34.1,72.6,0
1785,23.07,135.72,51.11,105.28,35.94,76.51,0
1786,22.07,129.89,48.91,100.76,34.39,73.22,0
1787,21.95,129.16,48.64,100.19,34.2,72.8,0
1788,22.76,133.9,50.42,103.87,35.45,75.48,0
1789,24.18,142.29,53.58,110.38,37.68,80.21,0
1790,25.11,147.76,55.65,114.62,39.13,83.29,0
1791,27.16,159.8,60.18,123.96,42.31,90.08,0
1792,28.83,169.65,63.89,131.6,44.92,95.63,0
1793,28.03,164.91,62.1,127.93,43.67,92.96,0
1794,26.35,155.06,58.39,120.28,41.06,87.41,0
1795,21.7,127.7,48.09,99.06,33.81,71.98,0
1796,15.94,93.77,35.31,72.74,24.83,52.86,0
1797,11.53,67.86,25.56,52.64,17.97,38.25,0
1798,8.68,51.08,19.24,39.62,13.52,28.79,0
1799,5.15,30.28,11.4,23.49,8.02,17.07,0
1800,2.91,17.15,6.46,13.3,4.54,9.67,0
1801,2.86,16.85,6.35,13.07,4.46,9.5,0
1802,2.02,11.89,4.48,9.22,3.15,6.7,0
1803,1.96,11.51,4.34,8.93,3.05,6.49,0
1804,2.74,16.15,6.08,12.52,4.27,9.1,0
1805,5.09,29.95,11.28,23.24,7.93,16.88,0
1806,8.36,49.18,18.52,38.15,13.02,27.73,0
1807,12.69,74.67,28.12,57.93,19.77,42.09,0
1808,17.24,101.41,38.19,78.67,26.85,57.17,0
1809,21.85,128.57,48.42,99.74,34.04,72.48,0
1810,24.2,142.38,53.62,110.45,37.7,80.26,0
1811,24.98,147.01,55.36,114.04,38.93,82.87,0
1812,26.13,153.73,57.89,119.25,40.7,86.66,0
1813,27.76,163.36,61.52,126.73,43.26,92.09,0
1814,28.98,170.5,64.21,132.26,45.15,96.11,0
1815,30.4,178.88,67.36,138.76,47.37,100.84,0
1816,31.19,183.51,69.11,142.36,48.59,103.45,0
1817,29.64,174.38,65.67,135.27,46.17,98.3,0
1818,26.81,157.73,59.4,122.36,41.77,88.91,0
1819,22.28,131.07,49.36,101.68,34.71,73.89,0
1820,17.32,101.91,38.38,79.06,26.99,57.45,0
1821,13.22,77.76,29.28,60.32,20.59,43.83,0
1822,10.32,60.7,22.86,47.09,16.07,34.22,0
1823,7.2,42.38,15.96,32.88,11.22,23.89,0
1824,4.66,27.41,10.32,21.26,7.26,15.45,0
1825,2.88,16.96,6.39,13.16,4.49,9.56,0
1826,3.71,21.82,8.22,16.92,5.78,12.3,0
1827,1.36,7.99,3.01,6.2,2.12,4.51,0
1828,2.12,12.48,4.7,9.68,3.3,7.03,0
1829,3.96,23.31,8.78,18.08,6.17,13.14,0
1830,6.5,38.25,14.4,29.67,10.13,21.56,0
1831,9.93,58.42,22,45.32,15.47,32.93,0
1832,14.06,82.7,31.15,64.15,21.9,46.62,0
1833,18.37,108.1,40.71,83.86,28.62,60.94,0
1834,23.64,139.11,52.39,107.91,36.83,78.42,0
1835,27.01,158.91,59.84,123.27,42.08,89.58,0
1836,27.7,163.02,61.39,126.45,43.16,91.89,0
1837,27.58,162.27,61.11,125.88,42.97,91.47,0
1838,26.75,157.41,59.28,122.11,41.68,88.73,0
1839,26.18,154.05,58.01,119.5,40.79,86.84,0
1840,25.04,147.33,55.48,114.28,39.01,83.05,0
1841,23.83,140.23,52.81,108.78,37.13,79.05,0
1842,21.36,125.66,47.32,97.48,33.27,70.83,0
1843,18.37,108.1,40.71,83.86,28.62,60.94,0
1844,14.69,86.44,32.55,67.05,22.89,48.73,0
1845,11.71,68.88,25.94,53.43,18.24,38.83,0
1846,9.1,53.57,20.17,41.55,14.18,30.2,0
1847,6.56,38.62,14.55,29.96,10.23,21.77,0
1848,4.47,26.3,9.9,20.4,6.96,14.82,0
1849,1.62,9.51,3.58,7.38,2.52,5.36,0
1850,1.22,7.17,2.7,5.57,1.9,4.04,0
1851,1.75,10.29,3.88,7.98,2.73,5.8,0
1852,4,23.55,8.87,18.27,6.24,13.28,0
1853,8.24,48.5,18.27,37.63,12.84,27.34,0
1854,13.41,78.92,29.72,61.22,20.9,44.49,0
1855,16.79,98.8,37.21,76.64,26.16,55.69,0
1856,19.24,113.23,42.64,87.83,29.98,63.83,0
1857,20.24,119.08,44.84,92.37,31.53,67.12,0
1858,21.43,126.1,47.49,97.82,33.39,71.08,0
1859,25.41,149.49,56.3,115.96,39.58,84.27,0
1860,27.06,159.24,59.97,123.52,42.16,89.76,0
1861,27.86,163.92,61.73,127.15,43.4,92.4,0
1862,27.33,160.8,60.55,124.73,42.58,90.64,0
1863,27.06,159.24,59.97,123.52,42.16,89.76,0
1864,25.94,152.61,57.47,118.38,40.41,86.03,0
1865,24.61,144.81,54.53,112.33,38.34,81.63,0
1866,21.76,128.04,48.22,99.33,33.9,72.18,0
1867,18.12,106.6,40.14,82.69,28.23,60.09,0
1868,13.81,81.26,30.6,63.03,21.52,45.8,0
1869,10.5,61.76,23.26,47.91,16.35,34.81,0
1870,7.32,43.05,16.21,33.39,11.4,24.26,0
1871,4.53,26.67,10.04,20.69,7.06,15.03,0
1872,2.68,15.75,5.93,12.22,4.17,8.88,0
1873,2.49,14.67,5.53,11.38,3.89,8.27,0
1874,1.8,10.6,3.99,8.22,2.81,5.97,0
1875,1.66,9.78,3.68,7.59,2.59,5.51,0
1876,2.46,14.47,5.45,11.22,3.83,8.16,0
1877,4.43,26.09,9.82,20.24,6.91,14.71,0
1878,7.27,42.8,16.12,33.2,11.33,24.13,0
1879,10.98,64.61,24.33,50.12,17.11,36.42,0
1880,15,88.25,33.23,68.46,23.37,49.74,0
1881,18.95,111.48,41.98,86.48,29.52,62.84,0
1882,21.02,123.71,46.59,95.96,32.76,69.73,0
1883,21.68,127.58,48.05,98.97,33.78,71.92,0
1884,22.62,133.08,50.12,103.24,35.24,75.02,0
1885,24.07,141.64,53.34,109.88,37.51,79.84,0
1886,25.15,147.96,55.72,114.78,39.18,83.41,0
1887,26.32,154.89,58.33,120.15,41.01,87.31,0
1888,26.98,158.76,59.79,123.16,42.04,89.49,0
1889,25.67,151.02,56.87,117.15,39.99,85.13,0
1890,23.24,136.75,51.5,106.08,36.21,77.09,0
1891,19.29,113.52,42.75,88.06,30.06,63.99,0
1892,14.93,87.84,33.08,68.14,23.26,49.51,0
1893,11.4,67.05,25.25,52.01,17.75,37.8,0
1894,8.83,51.97,19.57,40.31,13.76,29.3,0
1895,6.2,36.48,13.74,28.3,9.66,20.56,0
1896,3.95,23.23,8.75,18.02,6.15,13.1,0
1897,1.69,9.92,3.74,7.7,2.63,5.59,0
1898,1.24,7.28,2.74,5.65,1.93,4.1,0
1899,1.74,10.25,3.86,7.95,2.72,5.78,0
1900,4.05,23.82,8.97,18.48,6.31,13.43,0
1901,8.71,51.27,19.31,39.77,13.58,28.9,0
1902,14,82.37,31.02,63.89,21.81,46.43,0
1903,17.32,101.88,38.37,79.03,26.98,57.43,0
1904,19.85,116.77,43.97,90.58,30.92,65.82,0
1905,20.91,123.06,46.34,95.46,32.58,69.37,0
1906,20.01,117.76,44.35,91.35,31.18,66.38,0
1907,19.9,117.1,44.1,90.84,31.01,66.01,0
1908,20.63,121.4,45.72,94.17,32.15,68.43,0
1909,21.93,129.01,48.58,100.08,34.16,72.72,0
1910,22.77,133.97,50.45,103.93,35.47,75.52,0
1911,24.62,144.89,54.56,112.39,38.36,81.67,0
1912,26.14,153.82,57.93,119.32,40.73,86.71,0
1913,25.41,149.52,56.31,115.99,39.59,84.28,0
1914,23.89,140.59,52.94,109.06,37.23,79.25,0
1915,19.68,115.78,43.6,89.81,30.66,65.26,0
1916,14.45,85.01,32.02,65.95,22.51,47.92,0
1917,10.46,61.53,23.17,47.73,16.29,34.68,0
1918,7.87,46.31,17.44,35.92,12.26,26.11,0
1919,4.67,27.46,10.34,21.3,7.27,15.48,0
1920,2.64,15.55,5.85,12.06,4.12,8.76,0
1921,1.76,10.36,3.9,8.04,2.74,5.84,0
1922,1.29,7.6,2.86,5.89,2.01,4.28,0
1923,1.82,10.71,4.03,8.31,2.84,6.04,0
1924,4.23,24.87,9.36,19.29,6.58,14.02,0
1925,9.1,53.54,20.16,41.53,14.18,30.18,0
1926,14.62,86,32.39,66.71,22.77,48.48,0
1927,18.08,106.38,40.06,82.52,28.17,59.97,0
1928,20.72,121.92,45.91,94.58,32.28,68.73,0
1929,21.84,128.48,48.39,99.67,34.02,72.43,0
1930,20.9,122.96,46.3,95.38,32.56,69.31,0
1931,20.78,122.27,46.04,94.85,32.37,68.92,0
1932,21.54,126.76,47.74,98.33,33.56,71.45,0
1933,22.89,134.7,50.73,104.49,35.67,75.93,0
1934,23.77,139.88,52.68,108.51,37.04,78.85,0
1935,25.71,151.28,56.97,117.35,40.06,85.28,0
1936,27.3,160.61,60.48,124.59,42.53,90.53,0
1937,26.53,156.12,58.79,121.1,41.34,88,0
1938,24.95,146.79,55.28,113.87,38.87,82.75,0
1939,20.54,120.89,45.52,93.77,32.01,68.14,0
1940,15.09,88.76,33.43,68.86,23.5,50.04,0
1941,10.92,64.24,24.19,49.83,17.01,36.21,0
1942,8.22,48.35,18.21,37.51,12.8,27.26,0
1943,4.87,28.67,10.8,22.24,7.59,16.16,0
1944,2.76,16.23,6.11,12.59,4.3,9.15,0
1945,1.86,10.95,4.12,8.49,2.9,6.17,0
1946,1.36,8.03,3.02,6.23,2.13,4.52,0
1947,1.92,11.31,4.26,8.77,2.99,6.38,0
1948,4.46,26.27,9.89,20.38,6.96,14.81,0
1949,9.61,56.55,21.3,43.87,14.97,31.88,0
1950,15.44,90.85,34.21,70.47,24.06,51.21,0
1951,19.1,112.37,42.32,87.17,29.75,63.34,0
1952,21.89,128.79,48.5,99.91,34.1,72.6,0
1953,23.07,135.72,51.11,105.28,35.94,76.51,0
1954,22.07,129.89,48.91,100.76,34.39,73.22,0
1955,21.95,129.16,48.64,100.19,34.2,72.8,0
1956,22.76,133.9,50.42,103.87,35.45,75.48,0
1957,24.18,142.29,53.58,110.38,37.68,80.21,0
1958,25.11,147.76,55.65,114.62,39.13,83.29,0
1959,27.16,159.8,60.18,123.96,42.31,90.08,0
1960,28.83,169.65,63.89,131.6,44.92,95.63,0
1961,28.03,164.91,62.1,127.93,43.67,92.96,0
1962,26.35,155.06,58.39,120.28,41.06,87.41,0
1963,21.7,127.7,48.09,99.06,33.81,71.98,0
1964,15.94,93.77,35.31,72.74,24.83,52.86,0
1965,11.53,67.86,25.56,52.64,17.97,38.25,0
1966,8.68,51.08,19.24,39.62,13.52,28.79,0
1967,5.15,30.28,11.4,23.49,8.02,17.07,0
1968,2.91,17.15,6.46,13.3,4.54,9.67,0
1969,2.86,16.85,6.35,13.07,4.46,9.5,0
1970,2.02,11.89,4.48,9.22,3.15,6.7,0
1971,1.96,11.51,4.34,8.93,3.05,6.49,0
1972,2.74,16.15,6.08,12.52,4.27,9.1,0
1973,5.09,29.95,11.28,23.24,7.93,16.88,0
1974,8.36,49.18,18.52,38.15,13.02,27.73,0
1975,12.69,74.67,28.12,57.93,19.77,42.09,0
1976,17.24,101.41,38.19,78.67,26.85,57.17,0
1977,21.85,128.57,48.42,99.74,34.04,72.48,0
1978,24.2,142.38,53.62,110.45,37.7,80.26,0
1979,24.98,147.01,55.36,114.04,38.93,82.87,0
